Keyword,Song title,Artist,Release date,Page views,Lyrics
Ginobili,Night Life,NO JOKE,2016-07-07,NA,"the police
I been taking shots like my nigga
Named Ginobli
They asked me why I've been
On my"
Ginobili,Shame on you,Big Coach the Big Homie,2021-05-28,NA,"me, but I’m Mowgli!
Man U left me like Ginobli!
Holy moly ravioli!
Shootin' shots & feelin' holy OHHHHH!
Life"
Ginobili,Just Tell Me You Need Me,SONDI,2014-10-03,NA,"me
Girl tell me you love me
You ball like Ginobli
You balling like Kobe
And all that you want"
Ginobili,Act Like 1989,FlyGuy Rufio,2019-11-15,NA,"Passing all these hoes to the homies like I’m ginobli
She try to fuck again, I tell her girl"
Ginobili,Gym Flow,The Morning After Crew,,NA,"Wan Kenobi
And when the top disappears
We call that Ginobli
I’m spaced out dog Jimmy Neutron
I feel"
Ginobili,Better Off,Stevo,2018-12-02,NA,"now I Ball hard Kobe
Ball til I’m old Ginobli
Everybody knows the old me
Remember what some of"
Ginobili,Jedi,Troyjan,2018-01-25,NA,"collect the checks
Cutting up shinobli
Pass with my left ginobli
I can’t work for nobody
I don’t"
Ginobili,Mobbin’ (Wit’ My Team),A.J. Bray,,NA,"i was in they dreams
Shooting from the benches like Ginobli in the fourth
She say imma meal and imma"
Ginobili,Know That I Gotta,Luce Lutu,2017-03-31,NA,"Robbin
Once You Bump This Ain't No Stoppin’
No Ginobli On The Flow Ain't No Floppin’, Nooo
Tell"
Ginobili,Snapchatme,Keithpvris,2016-11-18,NA,"at my story
Snapping left hand and I feel like Ginobli
Snap all the time and I get all the"
Ginobili,Goddamn,Juan J,2016-10-01,NA,"Tommy
Twenty K on my wrist got me feeling like Ginobli
Twenty-four karats got me flexin' like I'm"
Ginobili,Choice I$ Yourz,JPlatinum,2016-01-01,NA,"hold me dunkin on these niggas with a assist from Ginobli
I wanna be global and not be locally (yeah"
Ginobili,La Clandestina,Amirto Baby,2021-10-27,NA,"new con la vieja school
Michael Jordan en los Bulls, Ginobilli en los Spurs, ey
'toy cumpliendo y ello' en"
Ginobili,A$AP ANT - Shanghai (Tradução em Português),Genius Brasil Traduções,2018-08-17,NA,"manos são peru, esses manos são sanduíches
Me sinto como Ginobli
Eu fiz um crossover e depois deixei pra lá"
Ginobili,Ginobilli,Vazer,2018-06-07,NA,"Why they hating on me they dont know me
I been balling out like Ginobilli
They took too much from"
Ginobili,Racks,Def Boiii,2020-07-13,NA,"got no beef
Run up on me
Shoot em like ginobli
Using adobe
Tryna photoshop cuz you got a phobia"
Ginobili,Skate,Free P,2018-12-28,NA,"you know that they know me
Left-handed on em, Ginobli
Him & I’m pulling like Kobe (Yeet!)
Been it"
Ginobili,Warrior,Chris Ray’s Music,2021-09-02,NA,"look
So much drive, your are stepping through it like Ginobli
Liking my pics online but do y'all really"
Ginobili,Hatin’ On Me,Myazwe,2021-01-27,NA,"I’m ballin on em with my left hand like Ginobli
Keep some magnums on me, and a young Naomi"
Ginobili,Roses,Yhg Classified & Yhg NTE,2021-02-02,NA,"I'm a OG you told me left hand like Ginobli
You sold me gotta fadeaway juss like I'm"
Ginobili,Ain’t Easy,Solo J,2020-11-13,NA,"One day imma be a star
I’ll ball like Ginobli
Writing all these 8s
Write em like I’m"
Ginobili,Kobe,Otto Meech,2020-03-27,NA,"ball just like im Kobe
Wit' my left i shoot Ginobli
Wit' my right i cook Stromboli aye
Treat my"
Ginobili,R.I.P. POP SMOKE,Devon Braxton,2020-10-01,NA,"fuck would you do?
Left-handed on me, went like Ginobli
Hopped out the streets and I head to the"
Ginobili,POLTERGIE$T FLOW,MyKey_SA,2013-05-14,NA,"Black heart emoji
I'm finna ball juh like Kobe, Ginobli
Nigga I'm cozy
Sweet life Mr. Mosby
She"
Ginobili,Bubbly,Knotz ET,2019-11-30,NA,"Got young nigga drip
But I'm ballin like its Ginobli
Im scoring
You boring
I said it
Fuck on"
Ginobili,Spadina,AmanlikeJoseph,2018-12-20,NA,"you see me with the Rollie
On the left like Ginobli
Sweet life, Zack and Cody
You are my son"
Ginobili,I Know,LVNDO,2019-05-11,NA,"I lane switch
Killua Zoldyck
Godspeed, yeah I’m ballin, Ginobli
Dribble move to the Kobe, step back and I"
Ginobili,KOBE,DillanPonders,2018-11-21,NA,"me that’s Kobe, rolling with my left call the Ginobli, went and blew up now they Act like they"
Ginobili,No Scrubs,JTĆ Mariø,2018-07-10,NA,"not know me
I be balling hard like I'm Ginobli
Look at the AP on my wrist, frozen
Earn"
Ginobili,Wrist Game,AE BUDIS,2018-06-08,NA,"and yeah my watch so frozie, and left wrist like Ginobilli, yeah I’m still riding in coops, and chicken"
Ginobili,Frankie,Corny,2014-01-07,NA,"Colby
Spur of the moment, hit a swish call me Ginobli
Bitch I’m ballin, soon you’ll know me"
Ginobili,All-Star,Ferragamo Chvcks,,NA,"I'm balling like Kobe
I'm balling like Manu Ginobli
And my shoes made by Kobe
Told my wrist"
Ginobili,Good Enough,Alex Antonio,2015-11-04,NA,"m Spuring out these lyrics like I'm on manu ginobli...
So tell'em what you want, you could tell"
Ginobili,FastLife,RobbieOwe x GoGettaKB x Chiico,2016-11-25,NA,"nigga Kobe
I'm rollin through the city feelin like Ginobli
I'm rollin, I'm rollin, ouu, baby girl"
Ginobili,ThugBirdz Freestyle,Dali Commas,2021-09-29,NA,"s Up-Only, ain’t talking Cobie
I’m more Ginobli with the finger roll
Nature boy with the figure"
Ginobili,Spin Thru Ya Block,LeezySince96,,NA,"I be ballin on niggas
Spur of the moment shit
Ginobli
Nigga I got a gift
Like I’m Obi"
Ginobili,TRACK$tAR (Freestyle),Chris Tercero,2021-09-09,NA,"and she just wanna link
Going beast mode feeling like Ginobli
Ima trackstar going ape on the track
Like a"
Ginobili,Toxic,Stars Island,2020-10-16,NA,"know me
Tonight Im thinking I might hit it like Ginobli
Left hand rubbing on her clit so slowly
Think"
Ginobili,Child’s Play,CRAZYJOE2K,2020-12-18,NA,"Old meme)
Euro Step on your block like my name Ginobli
You better stopping capping, You can not motherfucking hold"
Ginobili,Higher,HangtimeKyul,2019-11-15,NA,"I was at the bottom and they left me like Ginobli
I'm still at the bottom but I'm"
Ginobili,Like Kobe,Jalen McMillan,2021-03-13,NA,"best in the world like Kobe
Left hand, right hand, Ginobli
These fake ass bitches don’t know me
I"
Ginobili,We Did It,Jancrofromthecondo,2021-04-26,NA,"bars couldn’t hold me I got a left like ginobli
These niggas keep switching I call em mick foley"
Ginobili,The New Building,Chevy G,2020-10-10,NA,"This rappers hot and phony, bet they flop, they not Ginobli
Kicking game just like shinobi, killing dudes just like"
Ginobili,BANG,Prince Derek Doll,2020-10-30,NA,"Kobe
I'm coming for the medal, guarding shots like Ginobli
Judging by my pictures, guarantee you do not know"
Ginobili,Get Paid (feat. Adamn Killa),Kalou,,NA,"me, I been getting money I ball like I’m ginobilli, Imma ball regardless, what they say, whatever they say"
Ginobili,GROW,Dino Smokes,2021-03-02,NA,"Florida keep calling me woadie
I'm trynna shoot, score, Ginobli
That fuck nigga play with his life if he"
Ginobili,HighSchool Dayz,Jaenyce,2020-06-19,NA,"that I’m Kobe euro stepping on dese nxggas manu ginobli
11th grade
From a boy to a man
I"
Ginobili,Johnny Bravo,J. Seuss,2020-06-26,NA,"But mind like Kobe
Clutch like Kyrie
But sauce like Ginobli
Sauce for cannolis
And the ravioli
I rep Rembrandt"
Ginobili,Who Ballin?,Justin Martyr,2020-08-07,NA,"team u gon have to show me
Multiple rings like Ginobli or Shaq and Kobe
Fans going hard we don"
Ginobili,Sunnin Em,.qabriel,2020-11-07,NA,"living
Y'all been sleeping imma visit
Imma pivot like Ginobli
Eurostep to the finish
I got missions Tomb Raiding"
Ginobili,Fuck Niggas,Jeune à Jamais,,NA,"from st antonio dish it out like I’m manu ginobli, innat field w them sticks it feel like we"
Ginobili,Woah,Diorr,2020-01-17,NA,"extendo
Playing a bitch like a Nintendo
I’m crafty, ginobli
Don’t touch me, I’m holy
Your boyfriend"
Ginobili,Eating,DAJ,,NA,"you want bread then show me
Pass her off like ginobli
If she ain’t taking shots like Kobe
E"
Ginobili,Dior Store,Suwoncityboy & Ponyromo,2019-08-16,NA,"dior
Hold up bitch me and folkz kickin in doors
Ginobbli lay em down
And put em on the floor"
Ginobili,Don’t Want A Lot For Christmas,Twanny2c,2019-03-07,NA,"your love G-O-D
Switch to the left like Ginobli
Need a new lifestyle
Young bull I was too"
Ginobili,Lonely,The Aftrparti,2020-03-02,NA,"the crib with the homies
Coming off the bench like Ginóbli
Now you wanna act like you know me
But"
Ginobili,Crunch Time,Q2timez,,NA,"throttled u and left u and i aint talk bout ginobli
Im riding with some niggas that will bust up"
Ginobili,FRIEND$,DopeSMOOTHIES,2019-09-06,NA,"know me
Shit got all Derrick Rosey
Now they nosey Ginobli
You gotta show me, baby
You can't just"
Ginobili,Boss Up,Daymond John,2019-06-28,NA,"Kobe
At the spur of the moment, I feel like Ginobli
(Whoo)
I got a bag (I got a bag"
Ginobili,Namaste,Dejay & Ris K,2019-07-21,NA,"Nigga I’m the master
Like Obi-Wan Kenobi
Euro step these bitches
Ginobli
I rock the boat
Like Aaliyah"
Ginobili,The Tea,BandxReek,2019-05-15,NA,"Lil reek
I pour the lean purple like I’m Kobe
Step to da left I’m swishing like ginobli"
Ginobili,WHAT YOU NEED,BACHIR WADE,2019-04-16,NA,"Six Because It’s Shooting Like It’s Kobe Or Ginobli
Either Way You Get The Picture Like Adobe
( YEA"
Ginobili,2316,Unge Abbern,2019-01-13,NA,"s
Ikke nye
Baller rundt som Kobe
Kødder rundt som Ginobli
Chiller med en homie
Han er en G
Alle"
Ginobili,True Vine,Cortes,2018-05-25,NA,"chose me, aye
So I guess a man knew like Ginobli aye
The way he take shots like Kobe
One"
Ginobili,The One,Brookfield Duece,,NA,"Like)
I feel like I’m Kobe, I feel like ginobilli
I feel like you owe me, I feel like"
Ginobili,DIP,Richie Volvo,,NA,"I got me a shooter
So I rather pass like ginobli
Sometimes I’m rockin w palace
Grills the color"
Ginobili,Everyday,Lil’ Villain,2018-04-01,NA,"way
Lemme euro step away (yuh)
Like I’m young ginobli
Call me Kobe fadeaway (call me Kobe)
I won"
Ginobili,I Got That,Yeroc,2018-08-31,NA,"rings like I'm Kobe
This clip got 20 like Ginobli
You say you tough nigga show me
Do no"
Ginobili,GOAT,PATRICH,2016-05-11,NA,"green guacamole
Lot of cheese macaroni
Got old shooters like Ginobli
With Deuce Four no Kobe
Sipping on 1500
1500"
Ginobili,Cuban Links,Legend Wingate,2018-05-28,NA,"we Tory
Up 24 like we Kobe, throwing out 20s Ginobli
Deity flowing that holy, now the world wanna know"
Ginobili,Plastic,Zac Ace,2018-05-17,NA,"s designer and private jets, got me euro stepping like Ginobli
Flexing Giuseppe, forget how you left and I'm"
Ginobili,Wannabe,FYO Tre,,NA,"me
Dey gotta show me
I can shoot left like Ginobli
Gotta Big dick like it Mobey
Carry Big Macs"
Ginobili,The Hold Up,Swamdom,2017-11-30,NA,"you catch her with my homies
Ballin' ballin' ballin' like Ginobli
I️ just keep a couple bands on me
Dead"
Ginobili,LIGHT IT UP,Brandon Allen,2017-08-23,NA,"my feet
Got, quick strike like Kobe
No Manu like Ginobli
I rep gang just like an OG
While i"
Ginobili,Over My Dead Body (Remix),Mike Joey,2011-12-31,NA,"in the spur of the moment I left em like Ginobli
They claiming they got the crown, I'm shocked"
Ginobili,Addy,Lord Rooski,2016-09-06,NA,"your homie
My dick tall like kobe
Clip tall like ginobli
All black like shinobi
Im eating like yogi
I"
Ginobili,Know Me,Sinogabriel,2019-12-27,NA,"503, bitch I'm balling hard with the left like Ginobli
And I'm on a quest to get checks"
Ginobili,Drake (MASHUP),Last-Dude,2021-10-24,NA,"solo comen pasta
Tengo a mi' haters diciéndome ""basta""
Modo Ginóbilli, no erro canasta
Que se joda el sistema de"
Ginobili,Special,Quik Marly,2019-05-23,NA,"Feel Like Kobe)
Remember Those That Gave Em Twenty, Like Ginobli
(Just Like Em)
I Always Thought That He Was"
Ginobili,Thoughts,$MOKEX,2021-07-31,NA,"been moving lowkey
Go left then right Foreign country like Ginobli
Gang violence got stronger
Didn't nobody wanna go"
Ginobili,Me Music,Tona,2015-02-03,NA,"the one that wanna close clutch shots I'm more Ginobli
Tired of these old school niggas crying
Like Kenny"
Ginobili,Price of Fame,F.L.O.E,2021-07-02,NA,"Rip Kobe
I'm back in Mamba Mode
I feel like Ginobli
When Pop say it's time to go"
Ginobili,Wop,Deuce Caliber,2019-12-01,NA,"then I passed to my man like I’m Manu Ginobli ￼￼
You ever got gut fucked with a thumb"
Ginobili,Lonely Child,OnewayTaris,2020-10-09,NA,"Feeling like I’m lost
But when I ball shoot ginobli
It’s easy to hate man lets love
And"
Ginobili,Playboy,"Yung CartiXr,Yungred_",2020-10-17,NA,"That's Yung CartiXr)
I'm ballin like I'm Ginobli
Matter fact bitch call me Kobe
All on my"
Duncan,"Kanye West - Mercy ft. 2 Chainz, Big Sean & Pusha T (Tradução em Português)",Genius Brasil Traduções,2012-04-03,6891824,"Jefferson
That white frost on that pound cake
So your Duncan Hines is irrelevant, woo
Lambo Murciélago
She go wherever"
Duncan,The Rap Monument,Noisey,2014-12-02,1094956,"I'm in shape, I'm in shape stacking cake
Duncan Hines go get ""Faith"" thats my last tape
I"
Duncan,Top 100 Rap Songs of 2014,Rap Genius,2014-12-24,451996,like “I had dreams of fuckin' Keri Hilson in my Duncans. Woke up naked at the Hilton with a bitch
Duncan,Burn,Lil Wayne,2012-09-03,214360,"your bitch somethin'
Stayed on the same team like Tim Duncan
Shit get real if ya scared go to catholic"
Duncan,Athlete References in Rap Music,Rap Genius,,194748,"DeRozan
Skylar Diggins
Vlade Divac
Clyde Drexler
Joe Dumars
Tim Duncan
Kevin Durant
Tyus Edney
Khalid El-Amin
Monta Ellis"
Duncan,Quarterback,Young Thug,2015-09-16,176490,"Bow, bow)
Take the pot and slam dunk it, Tim Duncan (Uh)
Ninth grade, quarterback, Washington High (Ninth grade)
When"
Duncan,XXL Freshmen 2013 Cypher - Part 1,XXL,2013-01-01,160331,"me I'm something to see
Sunk in the sea, Duncans on feet
Shits are shiny take a shower rather"
Duncan,Easy Rider,Action Bronson,2014-08-20,162493,"sinner
I had dreams of fuckin' Keri Hilson in my Duncans
Woke up naked at the Hilton with a bitch"
Duncan,May 2020 Album Release Calendar,Genius,,131644,"13
BVNDIT - Carnival - 5/5
Deante' Hitchcock - BETTER - 11/11
Duncan Laurence - Worlds On Fire - EP - 2/5
​milet - eyes"
Duncan,Coochie Man,YN Jay,2020-07-11,145046,"I been out here servin' Tim, look like the old Duncan
Why you throw a party full of niggas? When"
Duncan,Soliloquy,Isaiah Rashad,2014-01-28,122275,"is muscle?
And I'm finessing like I'm Timmy Duncan, win you something
Immaculate, this scatter rapping, no passing"
Duncan,Macbeth Act 1 Scene 5,William Shakespeare,,244266,"raven himself is hoarse
That croaks the fatal entrance of Duncan
Under my battlements. Come, you spirits
That tend on"
Duncan,Pretty Flacko (Remix),A$AP Rocky,2013-01-15,111404,"solo dolo (BOW! BOW! BOW! UGH!)
R.I.P. to Duncan Romo (Damn!)
Pay for pussy, that's a no"
Duncan,Macbeth Act 1 Scene 2,William Shakespeare,,200581,"Duncan, Malcolm,
Donalbain, Lennox, with Attendants, meeting a bleeding
Captain.
DUNCAN
What bloody man is that? he can report,
As"
Duncan,November 2020 Album Release Calendar,Genius,,89368,"MOVIE - 16/16
Dro Kenji - Tears and Pistols - 10/10
Duncan Laurence - Small Town Boy - 12/12
Early Eyes - Sunbathing"
Duncan,Famous Football Fans,Sports Genius Football,,85419,"Gail Emms | Gavin Free | George Rainsford
Helen Richardson-Walsh
Iain Duncan Smith | Ian Thorpe
Jah Wobble | James Righton | Jamie Foreman"
Duncan,Rappers’ Nicknames,Rap Genius,,85896,"Deezy
Driicky Graham
Droop-E
Dru Down
Drumma Boy
Dumbfoundead
Duncan Mighty
Jermaine Dupri
E
E-40
E.D.I"
Duncan,U-RITE,THEY.,2017-01-13,77183,"ma roll up my skunk, then I post up like Duncan
When your nigga gon' give up?
Keep it real"
Duncan,One,Ghostface Killah,2000-02-08,85165,"on the dance floor
Makeover's free followed by gauze
Duncan Hines monument cakes, we never half-baked
Alaskan sesscapade"
Duncan,Shotta Flow 4,NLE Choppa,2020-08-07,103601,"gummy (Ayy)
Slammin' on the opps like a nigga Tim Duncan (Ayy, ayy)
I'ma come with a gun, I"
Duncan,May 2021 Album Release Calendar,Genius,,68063,"on Elmfield Road - 10/10
Dayglow - Harmony House - 11/11
Duncan Laurence - Small Town Boy (Deluxe) - 17/17
Erika de"
Duncan,Busta Rhymes,Montana of 300,2017-05-20,69570,"Busta Rhymes
My girl so fucking fine
Mo' cake than Duncan Hines
They said Hip-Hop was dead
But i"
Duncan,Alley Oop,Yung Gravy,2018-12-13,80807,"pull up, alley-oop (Woo, yep)
Think I'm Tim Duncan
How come your mom and your bitch call me"
Duncan,Macbeth Act 1 Scene 7,William Shakespeare,,164539,"shut the door,
Not bear the knife myself. Besides, this Duncan
Hath borne his faculties so meek, hath been
So"
Duncan,Macbeth Act 2 Scene 2,William Shakespeare,,138370,"know my deed, 'twere best not know myself.
Knocking within
Wake Duncan with thy knocking! I would thou couldst!
Exeunt "
Duncan,Like Whaaat (Remix),Problem,2013-07-10,56231,"foolie chucker
More niggas still good on the block, Timmy Duncan
Knockin' niggas out they style like a fuckin' 50"
Duncan,Macbeth Act 3 Scene 4,William Shakespeare,,102395,"the air-drawn dagger which, you said,
Led you to Duncan. O, these flaws and starts,
Impostors to true fear"
Duncan,Close your Eyes,Gims,2013-01-18,48931,"fanent
Sans Kevlar, j'suis venu nettoyer le glaive à Duncan
Autochtone, claustrophobe à cause des bateaux d'esclaves
Rien"
Duncan,Grünt #20,Grünt,2014-07-07,52764,"Tirez l'alarme, ma plume aiguise ma lame
Réincarnation de Duncan MacLeod
Mystérieux comme le Loch Ness, les coups j"
Duncan,July 2021 Singles Release Calendar,Genius,,47463,"of My Life""
WhyG - ""Goat Farm"" ft. Burna Bandz
​Wrabel & Duncan Laurence - ""back to back""
X Ambassadors - ""Okay""
YungManny - ""Her"
Duncan,Tim Duncan,Tory Lanez,2016-03-04,53028,"feel me, ahaa
Tim Duncan, Tim Duncan
Tim Duncan, Tim Duncan
Tim, Tim Duncan, bite that
Tim Duncan, Tim Duncan "
Duncan,March 2019 Album Release Calendar,Genius,,45902,"14/14
Boosie Badazz - Badazz 3.5 - 15/15
C Duncan - Health - 12/12
Chris Cohen - Chris Cohen - 10/10"
Duncan,Put Some Keys On That,Lil Wayne,2007-04-13,49817,"Or I might do the Spurs, sitting on them Tim Duncans
And in that Lamborghini, I do donuts like Dunkins"
Duncan,Plain Jane,Gucci Mane,2012-02-05,45326,"My traphouse it keep a line, because I'm selling Duncan Hines
Gucci Mane a millionaire, my house I be"
Duncan,Macbeth Act 2 Scene 1,William Shakespeare,1616-08-05,109010,"it is done; the bell invites me.
Hear it not, Duncan; for it is a knell
That summons thee to"
Duncan,Macbeth Act 1 Scene 4,William Shakespeare,,86201,"SCENE IV. Forres. The palace.
Flourish. Enter DUNCAN, MALCOLM, DONALBAIN, LENNOX, and Attendants
DUNCAN
Is execution done on Cawdor? Are"
Duncan,Macbeth Act 3 Scene 2,William Shakespeare,,92143,"the torture of the mind to lie
In restless ecstasy. Duncan is in his grave;
After life's fitful fever"
Duncan,October 2020 Singles Release Calendar,Genius,,34811,"10/1
Adrianne Lenker - ""dragon eyes""
Dan Bull - ""Squadrons""
Dounia - ""Posh Pillowtalk""
Duncan Laurence - ""Last Night""
Gorillaz - ""The Pink Phantom"
Duncan,Buck 50,Ghostface Killah,2000-02-08,36603,"hall, a scared voice
Niggas start to act choice, but Duncan Hines
Didn't know Betty Crocker had the two"
Duncan,Macbeth Act 2 Scene 3,William Shakespeare,,87025,"expedition my violent love
Outrun the pauser, reason. Here lay Duncan,
His silver skin laced with his golden blood;
And"
Duncan,Scott Green,Dune Rats,2016-11-25,32844,"m all out, man, I need Scott Green (Scott Green)
Duncan, yeah, he's Scott Green (Scott Green)
At a"
Duncan,Macbeth Act 3 Scene 1,William Shakespeare,,96454,"issue have I filed my mind;
For them the gracious Duncan have I murder'd;
Put rancours in the vessel"
Duncan,Goonies Never Die,Immortal Technique,2011-10-27,30285,"you safe, niggas lied
Because, motherfucker, Goonies never die
Before Duncan Pinderhughes was runnin' with Doug E. Doug
My team"
Duncan,Famous Tottenham Hotspur Fans,Tottenham Hotspur FC,,54467,"Gail Emms
Gavin Free
George Rainsford
Helen Richardson-Walsh
Iain Duncan Smith
Ian Thorpe
Jah Wobble
James Righton
Jamie Foreman"
Duncan,I’m Awesome,Spose,2009-10-28,35331,"in a motorhome
With a ego the size of Tim Duncan
Even though I got shit for brains like a"
Duncan,Lark On My Go-Kart,Asher Roth,2009-03-24,29727,"Ash Roth be the king of the blumpkins
Any Tim Duncan, spur of the moment
Let the whole world know"
Duncan,Slam Dunkin,Chief Keef,2014-04-12,28066,"dunkin'
Got this 30 on me it's tall, Tim Duncan
Give them two shots a piece, I call it"
Duncan,November 2020 Singles Release Calendar,Genius,,27328,"Aries - ""FOOL'S GOLD""
Armin van Buuren - ""Feel Something"" ft. Duncan Laurence
BENEE - ""Happen to Me""
Benny Benassi & Jeremih - ""LOVELIFE"
Duncan,Conceited vs. B Magic,URLtv,2014-09-28,27278,"shoot
Don't get it twisted, you'll get boxed: Duncan Pinderhughes
Listen, go to the whip after makin' the"
Duncan,Wileside Government,Jahvillani,2018-10-23,25751,"weather
My lane an Upton, deh yah
Salt Marsh an  Duncan's, deh yah
When yuh see di Wileside
Nuh"
Duncan,Rock Box,Run–D.M.C.,1984-03-27,24435,"don't do crimes
We bake a little cake with Duncan Hines
And never wear the pants they call the"
Duncan,URBANIST SESSION #000 - DOC,DOC,2018-10-12,23563,"Nu ne spune glume
De alea după capul tău ca Duncan Mccloud
Unicitate-n toate, am citate, poante
Flow-uri"
Duncan,Wet Wipes,Cam’ron,2006-05-16,22726,"Them niggas pumpin' dimes, trunk pumpin' mine
I really make cake, you could call me Duncan Hines
Had a drunken"
Duncan,Sunblind,Fleet Foxes,2020-09-22,66616,"m overmatched (For Arthur Russell)
I'm half as wise (Duncan and Curtis)
If this is flat, brother, I apologize"
Duncan,Second Round Ti.K.O.,White Zinfandel,,23241,"Teeth like Michael Strahan, what the fuck are you doing?
Duncan got more game than you
And Duncan got more"
Duncan,Lord Snow,Game of Thrones,2011-05-01,27091,"boy who hated stories. I could tell you about Ser Duncan the Tall. Those were always your favorites.
Bran Stark"
Duncan,Fighting Trousers,Professor Elemental,,29914,"plate, with spikes like Flash Gordon
And you're Peter Duncan; I gave you fair warning
When this George Formby"
Duncan,You Can’t Play With My Yo-Yo,Yo-Yo,1991-03-13,20624,"name is Yo-Yo, but no, I'm not a Duncan
As I rap, Chilly Chill bring in the funk"
Duncan,Plain Jane (Remix),Gucci Mane,2012-05-25,18193,"My traphouse it keep a line, because I'm selling Duncan Hines
Gucci Mane a millionaire, my house I be"
Duncan,Murda Mook vs. Aye Verb,Rare Breed Entertainment,2018-08-18,18964,"I mistimed my jumpin'
How I'm spazzin' on Mr. Duncan (dunkin')
He in his interview soundin' grumpy
""Why Mook"
Duncan,Nickel Rock,Rick Ross,2014-11-04,17209,"have got a block
Rock solid over here, no question
Duncan owed 5 dollars and he stretched him
Over a"
Duncan,Time to Build,Mic Geronimo,1995-11-28,17853,"high enough to test me
Gwaan, niggas is moist like Duncan Hines
Choice when I'm voicing my poise, I"
Duncan,Macbeth Act 1 Scene 6,William Shakespeare,,46089,"DUNCAN, MALCOLM, DONALBAIN, BANQUO, LENNOX, MACDUFF, ROSS, ANGUS, and Attendants
DUNCAN
This castle hath a pleasant seat; the air
Nimbly"
Duncan,Terrorist,Freddie Gibbs & Madlib,2012-07-10,17872,"them in interviews
Industry put lames in the game like Duncan Pinderhughes
Think these niggas change they persona, then let"
Duncan,The Spark,Statik Selektah,2013-06-18,14054,"m a hunter and I'm selfish
Dunk on Tim Duncan, 360° on ya bitch's face
Jump in the"
Duncan,Cocaine Paradise,Tsu Surf,2011-01-26,18742,"been sleepin' on him, niggas been hatin' on him
Tim Duncan with the bread, Surf been bankin' on 'em
Any"
Duncan,Fresh Prince,Light,2018-09-28,13988,"Και βρίσκω μόνο στο κεφάλι σαν να 'τανε zombie
Tim Duncan, Tony Parker και Manu Ginobili
Δεν έχω ντίβες στην"
Duncan,On Right Now,Ace Hood,2013-01-10,14860,"Ok now, old hoes, new money, still ballin like Tim Duncan
Vv’s got no flaws, chain on me cost"
Duncan,Jumpin’ Like Jordan Remix,Rich The Kid,2013-11-10,12913,"aye bitch, tongue out
Alley oop this bad bitch, Tim Duncan, in her mouth
My nigga came with some white"
Duncan,Za najlepsze akcje,Karwan,2012-10-25,12977,"kwadratach i na klatkach
Znam się na baletach jak Isadora Duncan
Prawdziwy thug life, wiesz jestem tough guy
Choć nigdy"
Duncan,Macbeth Act 2 Scene 4,William Shakespeare,,39346,"mousing owl hawk'd at and kill'd.
ROSS
And Duncan's horses--a thing most strange and certain--
Beauteous"
Duncan,Ain’t Gotta Work,Hoodie Allen,2012-04-10,14444,"I got Michael Clark Duncan on my speed dial
You ain't impressed girl? He from Green Mile
Buying things"
Duncan,The Glass Menagerie (Scene I),Tennessee Williams,,19657,"touched turned to gold!
And I could have been Mrs Duncan J. Fitzhugh, mind you! But - I picked your father"
Duncan,A Portrait of the Artist as a Young Man (Chap. 5),James Joyce,,17784,"they had been turned by the human fingers of John Duncan Inverarity and by his brother, William Malcolm Inverarity. Yes"
Duncan,Onslaught,Slaughterhouse,,13322,"ain't lyin', sir
You ain't gotta watch Tim Duncan jump to see a flyin Spur
Bentley boy, no"
Duncan,Aids Results,DBangz,2019-07-16,14169,"You-You niggas be flexin' but really be frontin'
I go to the bank like my name was Tim Duncan"
Duncan,187 Proof,Freddie Gibbs,2011-10-31,13627,"Benz
Bitch, I'm murder proof, I'mma live forever
Duncan block, Virginia street, bitch, we the clique together
Ask"
Duncan,​living single,JPEGMAFIA,2020-07-27,11134,"pain and sufferin'
Fans same color as voice of Tim Duncan (Wassup)
All these niggas screamin', ""Gang,"" scared to get"
Duncan,Kobe or Ginobili (Remix),Mack Maine,2013-05-22,11230,"the same nigga she kissed (yuck)
Me and Mack like Duncan and Ginobili
Mix some purple with the yellow call"
Duncan,First Presidential Debate of 2012,Barack Obama,,10553,"important role. And I -- and I agree with Secretary Arne Duncan, he's -- some ideas he's put forward on"
Duncan,2012 Rap Up,DeStorm,,9923,"lives?
Richard Dawson, Andy Griffith ride Sally Ride
Michael Clarke Duncan, Natina, she gone too soon
Dick Clark, Rodney King"
Duncan,The Soup,Hail Mary Mallon,2014-11-10,10997,"sermon (My bad)
One eye closed like I'm Sandy Duncan
The other on the prize and a Stanley tough"
Duncan,The Power,Wale,,12126,"Max like I'm out of Wake Forest
That's Duncan for slow-mo's, mine be so OG
That"
Duncan,Starbwoy,Shatta Wale,2017-10-28,9062,"bandana Adom fm wok33 am3 k3 santana
Freestyle nk3 Dr. Duncan
Go check your history and stop inyanya
Chorus:
Starboy"
Duncan,Fuck Everything,Dan Bull,2016-06-02,8718,"AND FUCK THANKS
FUCK ANT
FUCK DEC
FUCK PJ AND DUNCAN
FUCK DEMOCRATS
FUCK GOP REPUBLICANS
FUCK SHYNESS
FUCK CONFIDENCE"
Duncan,I press,Joyous Celebration,,15805,"the high calling
I press I press I press
I PRESS - JOYOUS 13
By Patrick Duncan and Adam patrick Nsimama "
Duncan,Duncan,Paul Simon,1972-01-24,10530,"get some sleep
But these motel walls are cheap
Lincoln Duncan is my name, and here's my song
Here"
