Keyword,Song title,Artist,Release date,Page views,Lyrics
Ginobili,Wavy Shxt,Nics,2018-12-08,NA,"shot, I never miss
Step in the dance, hit my ginobili, look at the wrist
21 right now, got a"
Ginobili,Sleep Light,JayJay757,2018-03-14,NA,"ass doing bad, we slept on the couch
Ball like Ginobili, mamma told me can't trap out the house"
Ginobili,Asteroid,Bris,2020-01-12,NA,"keep it on me
My shooter EBK, who wanna meet Ginóbili
Nah, they ain't gonna do it, you gone"
Ginobili,B Magic vs. Syah,Rare Breed Entertainment,2016-08-20,NA,"live, the rest of ya' life you’ll have the Ginóbili cut
For snitchin’, now you in the hospital, stitchin"
Ginobili,I’m to blame,Seejayxo,2019-11-21,NA,"me
You think I'ma flop?
I'ma ball like Ginóbili
And I know he's there
So I'ma"
Ginobili,Rich Nigga Shit (Remix),Rich The Kid,2014-04-20,NA,"old news, let the new niggas in, tryna ball like Ginóbili
Squad tryna eat, [?] full bowl of ravioli
I'm"
Ginobili,CASSIUS CLAY,Aaron Cole,2019-08-30,NA,"Look but I just chucked the deuce I'm like Ginobili
Yeah I roll with God yeah my King He"
Ginobili,Thru A Sack,Jay$takz,,NA,"m balling like I'm Kobe, (ballin')
Left hand like Ginóbili,
All I wanted was to ball,
I'm waitin"
Ginobili,Swish Swish,Young JJONES,2018-07-30,NA,"i rather be lonely
Swish Swish im ballin, call me Ginobili
These girls fade away, 24 Kobe
Workin at Skrewface"
Ginobili,Keep It Up,PHresher,2018-06-15,NA,"you niggas is cold as me
Skippy that look like Ginobili, haters still can't get a hold of me"
Ginobili,Hit That Louie Bounce,Dashawn Dinero,2017-01-01,NA,mike Tyson and I cross yo ass like I'm ginobili shoot Da 3 Pointer like I'm Stephen curry
Ginobili,Papacito,Trillphill,2019-11-15,NA,"guacamole
And I just made my shot call me Manu Ginóbili
We can sneak out the back 'cause you lookin"
Ginobili,​oh my gosh,Lil Soda Boi,2017-04-11,NA,"Ima glo up
Ima show up
Ima pour up
Ya ya
And she know me
Cus im ballin
Like ginobili"
Ginobili,Takeoff,Billy Burbage,2016-02-14,NA,"a running back
Taking off because I'm stating facts
Ginobili boy, I left with that
Tryna chill with girls"
Ginobili,Jump Out The Ceilin’,ParkMobb,2016-09-19,NA,"I'm done with the game, ima dish it like Ginóbili
So please watch yourself, this for Advocates only
The"
Ginobili,RISKY HIGH (REMIX),Buzzkill,2020-04-27,NA,"Kobe
I'm shooting with the left I'm like Ginóbili
I'm smoking noble gases in Chernobyl
Your girlfriend"
Ginobili,2013 NBA Finals Game 5,NBA (Archives),,NA,"1 | 1 | 5 | 0 | 0 | 3 | 2 | -1 | 26
Manu Ginobili, SG    | 33 | 8-14 | 1-4 | 7-8 | 0"
Ginobili,I’m 22,Baby Smoove,2019-04-13,NA,"Bitch, I'm 22, you know you fuckin' on me
Retired wit' the same team like Ginobili
Irritated off these"
Ginobili,Damn Shaw!,El Niño (Rapper),2017-10-31,NA,"Warriors bitch
Brake a nigga ankle you can call me Ginobili
Bitch
Ballin all on these niggas
Thuggin all on"
Ginobili,Venti,Sur5ILL,2018-04-13,NA,"my specs are Oakleys
Apple Watch records my Euro steps, Ginobili
What up, mom? I'm always checking in remotely"
Ginobili,Ball Like I’m Kobe,Yvng Shaq ft 13Ghost,2017-11-07,NA,"m kobe ayyye)
Ball like I'm kobe
Shoot like Ginobili
Shoot it goes in
Like i'm D'Rosen"
Ginobili,My Queen,Larry June,2020-03-20,NA,"m hittin’ hoes
Now, I’m in OC, ballin’ like Ginóbili
I’m at the game, front row, you somewhere"
Ginobili,Fishing Machiavelli,Lanz Khan,2020-01-10,NA,"termometri
Soffio la polvere dai mobili
Finte su finte, Manu Ginóbili
Hell's Kitchen, ammazzo Cracco
Colgo l'attimo che"
Ginobili,Stacks,Lil Sae,2015-04-17,NA,"even see me
Now i'm comin' back
Ballin' like Ginóbili
Yeah, yeah, girl you owe me
Comin' from the"
Ginobili,Best Foreign Players In NBA History,NBA (Archives),,NA,"Hakeem Olajuwon
Dirk Nowitzki
Steve Nash
Tony Parker
Pau Gasol
Manu Ginobili
Drazen Petrovic
Yao Ming
Andrei Kirilenko
Arvydas Sabonis"
Ginobili,Grimey,AD,,NA,"sweet life like Mr. Moseby
Proud, taking tequila shots like Ginobili
Trey 5-7 do a pussy nigga grimey, Magic"
Ginobili,Rage Rage,Gelapi,2018-07-11,NA,"the can’t hold em hold up I’m Manu Ginobili
Pass the rock and then I’m scoring
(Chorus"
Ginobili,Money On Me,Dre Money,2016-09-23,NA,"Im going out like Kobe
Shit
Ballin' on um' like Ginóbili
Shit
Know you pussy niggas owe me
Shit
Everywhere"
Ginobili,Next Generation,Tobe,2013-02-11,NA,"a diciannove anni mi diverto
Quasi venti sulle spalle come Ginobili
Rappo e andate in fissa, stupidi mobili
Aspiro e"
Ginobili,Chi Lights,The Boy Illinois,,NA,"three
Plus she on her foreign shit, we call that Ginobili
Me I like to pour it up, baby you"
Ginobili,247,Icy Ike,2018-03-13,NA,"be ballin till I’m 40 i think I’m Ginóbili
I smoke so much fuckin' gas Chevron wanna sponsor"
Ginobili,Jumpman freestyle,PON CHO,2015-11-22,NA,"the fall
(Atm) Chorus: (0:02:29 – 0;03:09)
Ginobili Ginobili (noble – 5 times) lee; ya about to see"
Ginobili,Champion,Youngn MH,2021-10-22,NA,"weed in the sky (yea)
And make it shine like Ginóbili (yea)
These niggas kidding around (huh)
Ring around, around"
Ginobili,So Cozy,Xhulooo,2020-06-05,NA,"like Paul
I'm the one and only, feeling like Ginóbili
Looking at my wrist, it's presidential Rollie
Baby"
Ginobili,NRG,Travy P,2019-06-21,NA,"x2
Walk in this bitch & they know me
Tall like Ginobili, no u can’t clone me no
Tibby 2tone"
Ginobili,Tyranny vs TheTruest,WeGoHardTv,2016-10-29,NA,"I had to trace your ol' steps ... I ain't Ginobili/ [Just Def:] Nah, if you flip that different it"
Ginobili,Ballin (Feat. Penguin 919),Young Cali,2019-03-12,NA,"(Hook)
Boutta get this money with my lil fuckin Brody, ballin on these niggas I be ballin like Ginobili"
Ginobili,Migo Pt. 2,Big Mali,2018-09-28,NA,"say I'm wrong, ayy
Ball like I'm Kobe, Ginobili
They on me, they want me, so I keep"
Ginobili,Rabbit! (MONEYCOUNTINGHABBIT),Tee Tee the Kid,,NA,"four bitch I feel like Kobe
Left hand just like Ginóbili
Poppin' all these pills til' I OD
Out in"
Ginobili,Exit Wound,Rainzzz,2021-07-16,NA,"shit, I own it here
I’m euro steppin’ like Ginobili in his new Mercedes-Benz
Lately, my head spinnin"
Ginobili,Good Day,Kieran the Light,2020-04-09,NA,"just do what God told me
I shoot it like Ginobili, I'm gon' make it like I'm Kobe"
Ginobili,Nikes,Yung Logi,2017-08-28,NA,"m on top
Rico Logi never ever gonna stop
Like Ginóbili they thinkin' we gon' flop
But i'm feelin"
Ginobili,We Major,Jay Diem,2014-07-01,NA,"Bob with the way I play the background
I embody Ginobili the Kobes just get they raps out
Out with"
Ginobili,Don’t Hit Back,Lil’ G Raps,2018-01-31,NA,"me
They already owe me
I pull up like Manu Ginobili
All this beef, way below me
This bout to"
Ginobili,Started From the Bottom,TheMo.,,NA,m done with your hoe I no look pass like Ginobili. You would have thought Nintendo 64 the way that
Ginobili,Residue*,Lil Tracy,,NA,"got my shooters 'round me and they shoot just like Ginóbili
Bitch I'm washin' off the residue and rubbin"
Ginobili,Rich,Master P,2018-04-04,NA,"back Tuesday
Call us the Rollie Boyz
My shooters like Ginóbili Boy
If you not talking getting a back
I"
Ginobili,New Me,The Crawford University (TCU),2015-11-01,NA,"Now im ballin like im Kobe
In the wrist like Ginobili
You was messin with the old me
Now you"
Ginobili,Demons,Mikey Polo,2021-10-20,NA,"mud? Gotta show me (Trap)
Bitch, I'm ballin' like Ginobili (What?)
I'm so high, I'm in the"
Ginobili,Would I Lie?,Queens Qollective,2018-06-22,NA,"Bitch is you the police?
Bitch I ball hard, Manu Ginobili (Woooo)
Bitch im Kobe and you sitting on the"
Ginobili,2016-17 San Antonio Spurs Roster,San Antonio Spurs,2016-10-25,NA,"Danny Green
#16 Pau Gason
#17 Jonathon Simmons
#20 Manu Ginóbili
#30 Anthony Joel
#42 Dāvis Bertāns
San Antonio Spurs"
Ginobili,Leru (Sunshine),Alonetyme,2020-08-13,NA,I feel like glowing baby I’m balling like am ginobili opp in my sight then my beam its gon
Ginobili,Murder Rate Freestyle,Wheezy,2021-04-23,NA,"like I'm Kobe
I'm in the 4th like Ginóbili
You know what you told me
They told me"
Ginobili,8 Shot Freestyle,Kamiyada+,2019-03-29,NA,"my dick, a pistola
That's how I shoot like Ginóbili
That's how I shoot like Ginóbili
I feel"
Ginobili,Versatile,Shabazz PBG,2019-12-30,NA,"Ballin' like I'm Kobe (Thirty-three), bitch, shoot like Ginóbili (Lil' bitch)
Man, I got bitches, they owe me"
Ginobili,Fuckshit,Thaboithatdidntwork,2017-01-12,NA,"ready to bang
Draco my left hand I shoot like Ginobili
My shooters come thru when I pull up with"
Ginobili,Preach,​MAJ,2021-10-12,NA,"got me lazy, I'm weak
Bitch, I ball like Ginóbili, got [?] from shinobi
Don't act like you know"
Ginobili,Tantrum,Di Vinci SanTana,2020-09-11,NA,"the time moving slowly
Time moving slowly i ball like ginobili
He fake he phony he just like the police"
Ginobili,Intro (Lazy EP),Tobe,2014-05-10,NA,"si fa la finezza è poca
Venti sulle spalle: Manu Ginobili
Mando a fuoco e fiamme tutti i circoli di"
Ginobili,Shit About It,D. Smith,,NA,"WAS PHONY
OLD SCHOOL ON 20'INCHES CALL IT MANU GINOBILI
MOVE THE WHITE TO GET THAT GREEN DRUG MONEY"
Ginobili,SD,Young Fla$h,2018-01-01,NA,"of the homies got aim like Curry I shoot like  Ginóbili
Only want that ice on my neck and a"
Ginobili,Stack Peso,King Kwama,2014-03-22,NA,"is below me
Oops i mean below we
Ballin like Ginóbili
""Running threw these hoes like RG3 pulling snow bunnies"
Ginobili,Basic,Gunsmoke,2018-03-05,NA,"fuck with a bitch if she basic
Pull up like Ginobili 4 rings on the A6
I used to be"
Ginobili,ZillaKami - Lemon Juice (Traduction Française),Genius Traductions Françaises,2021-09-17,NA,"Okay, okay), Kobe
L'gaucher sur l'sniper shootant comme Ginóbili (Ouais)
Y a toujours des gars dans le milieu"
Ginobili,Swervin’ (Unbothered),UnoTheActivist,,NA,"for that new rollie
And I'm shooting shit like Ginóbili you can try to get it back if you"
Ginobili,Check Please,Soldier Kidd,,NA,"know me
I shoot like basketball and I always hit, Ginóbili
I ain't mad at all, pussy niggas know"
Ginobili,2014 NBA Season Preview: Western Conference,Alex Wm. Smith,,NA,"Tim Duncan
C - Tiago Splitter
Notable bench players:
SG Manu Ginobili
F/C Boris Diaw
PG Patty Mills
PF Matt"
Ginobili,“For XXL”,Meechi Band$,2017-02-24,NA,"Pacer, I ball like I'm Granger
I ball like Ginobili, flash gray like a Raider
I ball like Ray"
Ginobili,Nagode,Tayyga,2018-03-29,NA,"can follow
And I just finesse em' like am Mano
Ginobili or Kobe or Rondo
I got bars
I'm"
Ginobili,Demon time,Koolaidbabiii,2020-09-30,NA,"sight
3 punches made his nose bleed left hand like  Ginobili
An you what happened to the last nigga 81"
Ginobili,Where’s my sprite?,Chonny x KILLACAM,2019-06-21,NA,"the nosebleed
(The nosebleed)
Balling with the left call me Ginobili
(G-G-G-Ginobili)
What you know b?
You"
Ginobili,Slimunous,Jake Apollo,2019-12-26,NA,"I am fucking Kobe, I be balling like I’m ginobili, I be balling like I’m dat homie, I"
Ginobili,Jurassic Park,Garrott Odom,2014-11-21,NA,"feet
Double that for the 3
Like the Spurs with Ginobili
This ain't me trying to avenge
This is"
Ginobili,Tropical Dream,Master Hay,,NA,"I'm goin' out like Kobe
I left that hoe, Ginobili
I do what I want with your bitch do"
Ginobili,Šah-mat,Sancho,2020-05-08,NA,"je loš, sve hipiti-hopiti
Dajem ti koš kao Manu Ginobili
Dosta smo sanjali, puno smo dobili
Zbog nekih stvari"
Ginobili,Crying In Follies,Internet Hippy,2018-07-23,NA,"I super smash that bitch then pass it on to my brodies
Boy I been ballin like Ginóbili
Livin sweeter"
Ginobili,Jonathan Joestar (Anime Intro),LJ Kapone,2020-12-25,NA,"hold me
Demons kill my good spirits they shooting like Ginóbili
They say use your brain but it's lost"
Ginobili,Commando,Almighty U-Sorcerer,,NA,"waves without Jay on some Tidal shit
Yeah, I’m Ginobili with the left hand, and Boogie with the left"
Ginobili,Table of Elements,Revenge Of The Truence,,NA,"me
Niggas if he told me clearly, I'ma turn Ginóbili
Smoking kief with the reefer, I don't fuck"
Ginobili,21 Savage & Metro Boomin - Run Up the Racks (Tradução em Português),Genius Brasil Traduções,2017-10-31,NA,"se eu fosse o Kobe, atiro em você igual o Ginobili
Sentado na quadra, nunca na arquibancada
Em uma caixa"
Ginobili,RACKS FORREAL,2X RYLAN,2019-01-01,NA,"me
I shoot like I'm Kobe
I pass like Ginóbili
They said that I'm op
I'm winnin"
Ginobili,Redemption Freestyle,Lance Pique,2019-07-19,NA,"cuz ya ass too phony
Feel like Kobe, mixed with Ginobili
When this hit the net, bet your clique gon"
Ginobili,Chicken Chicken Freestyle,Solo Super Savage,2016-02-16,NA,"t know me I'm dunkin you could call me Ginobili
God damn man
I'm such a fan man"
Ginobili,Moonwalking,Vuccini,2020-09-25,NA,"Channel I’m bigger than this (yeah)
I feel like Ginóbili cause when I shoot nigga I don’t miss"
Ginobili,My Take on SI’s ‘Basketball’s Greatest’,​​jetski_waveƶ. ◕,,NA,"Jerry Sloan
10. Lenny Wilkins
Best Sixth Men
1. Manu Ginobili
2. John Havlicek
3. Vinnie Johnson
4. Kevin McHale"
Ginobili,Pull Up,Loso Loaded,2018-06-12,NA,"t control me (they can't control me)
Ball like Ginobili (I'm ballin')
My bankroll ain't foldin' (two"
Ginobili,Ginobili,MPR Tré,2018-03-03,NA,"like Ginobili
3 like Ginobili
Shooting like Ginobili
Scoring like Ginobili
Left-hand killer, gonna kill you
Balling like Ginobili"
Ginobili,UZI,Trxsto,,NA,"league wit' yo bitch on my team, just like young Ginóbili bitch
Walk in this bitch wit' the ice on"
Ginobili,THRU THE NIGHT (Remix),Rotorial,2020-11-24,NA,"like a donut (Holy moly)
Pull up and shoot like Ginóbili (Ginóbili)
Can't wear the Rollie without the pollie"
Ginobili,Pass It To Myself,FKi 1st,2019-12-13,NA,"like I'm Tony
Feel like I'm Parker or Ginóbili (Splash)
Remember sittin' in the nosebleeds (Way, way back"
Ginobili,Collard Greens (soul food),AyeBLOKE,2019-10-02,NA,"In the spur of the moment
You gotta step like Ginobili
Ain't no room for the holy
Overflow of"
Ginobili,Jet Lag,Fuego & Shiver,,NA,"vagi nobili
Io dal basso alzo il tiro come fa Ginobili
Quando rappo sai che prendo a calci come Obelix"
Ginobili,DxBoon’s Meme Cypher,DxBoon,2021-09-22,NA,"Verse 1: DxBoon
Verse 2: Finn Ginóbili
Chorus: Ballz2ThaWall
Verse 3: General Kim
Verse 4: LowKeeStoopid
Chorus: Ballz2ThaWall & MC Gay"
Ginobili,Beatbox Freestyle,Taytethekid,2021-05-05,NA,"getting to the green like tony
Step back calling me Ginobili know that  I am a top dog why you"
Ginobili,Ain’t a Sad Song,YB Curtis,2020-12-13,NA,"m traumatized cause we lost Kobe
I shoot it like Ginóbili
And niggas bitches how they thinkin’ that they know"
Ginobili,Cinematic,Dubba-AA,2020-09-23,NA,"we back in 0 3
Boy I be baling like Ginobili
All these whips and chains on me call me"
Ginobili,Ascension,Erick Jah,2019-10-22,NA,"I'm playing Zombies
Making my own style
Just like Ginobili
People wanna diss
Then act like they know me"
Ginobili,Long Beach Nigga,King For The Win,2018-05-15,NA,"t handle the biscuit
So the nigga shoot funny like ginobili
Yea bitch i'm from long beach
Yea i"
Ginobili,1 of deez days,Fin Botanica,,NA,"You better ball like you kobe
Or get left all day
Like you defending ginobili
In my hood people shoot"
Ginobili,Benjaminz,BEK,2019-05-24,NA,"blessing me, I cannot fumble
A nigga wanna ball like Ginobili
Lame niggas tryna twart the Glory
But I give"
Ginobili,"TeeStyle, Pt. 1",Lil Tee (MasterMind!),2020-07-03,NA,"we smoke out the O (Pull up)
And she like Ginobili (Eugh, Eugh, Eugh, Eugh, Eugh, Eugh)
Left hand on"
Ginobili,Caged Bird,Eddy Tarantino,,NA,"it
All my cars got curtains I love to light ginobili
My Rollie cost a car, and I don't"
Ginobili,23,2gaudy,2019-05-27,NA,"back with [?]
She shot her shot like Kobe, huh, like Ginóbili, huh
I let her suck on my dick and"
Ginobili,TESTE,PiadasM0rtais,2021-03-03,NA,"tome
Mais inspirado que Kobe
Tá unânimo, tipo Curry
Subestimado, Ginobili
Se vai tombar, tombe
Ô, você vai? Na kombi"
Ginobili,Better Days,Gio (Rapper),2020-09-25,NA,"You're only as good as the next step
No Ginobili
I left fear in the distance
With the old"
Ginobili,I’m Outside,Javinci,2020-06-26,NA,"I’m sweeter than Cody
Man with the plan
Like Ginobili
Tell by their dap
It’s a pleasure to"
Ginobili,Intro,Bore Balboa,2020-07-20,NA,"nego Černobili
Kerozini, daj me snimi
S trice zabijam ka Ginobili
Manu, gaćice maknem na stranu
Ona će sada da"
Ginobili,Elevator Music,Gradient,2014-08-22,NA,"me
Motherfucker, you’re not tight
You flop like Manu Ginobili
My rhyme’s like Kryptonite
So don’t pick"
Ginobili,Patron,ShooterGang Kony,2019-07-17,NA,"me fuck her for a song, nigga
Ayy, free Jody Ginobili
I'm forever Geekin, lil' Zack and them my"
Ginobili,Dream,Ericthehammer,2017-10-28,NA,"Dat booty like a peach emoji
She call me Popovich, Ginóbili
Swear u niggas say you know me
Straight out"
Ginobili,Hoop Dreams,LexDaRapper,2015-03-27,NA,"on Kobe
Style one of a kind like I'm Ginobili
Killer instinct like Melo homie
Win or go home"
Ginobili,Crosstown,Andrew Chris,2021-03-11,NA,"of yinz know me
Low key drippin’
I’m balling, Ginóbili
Money long
Jumpin’ out the gym like geronimo
You"
Ginobili,5D HUNDAI,Kovin Kestnar,2021-01-31,NA,"a Hyundai
Pay big bread like Adobe
Swingin' mad swords Ginobili
All these herbs never know me (Yeah)
I need"
Ginobili,Pilot,Lil oso,2020-08-26,NA,Y’all do not know me stop capping you don’t ball like Kobe I’m just like Ginobili iced
Ginobili,LOWKEY,Phaino,2019-10-25,NA,"Im just tryna keep it OG
Wayback since 03
Since Wayback like PND
Euro Step her calls like Ginobili
Prayers"
Ginobili,Anime Crack,Alixx,2017-06-02,NA,"know me better you know me
Ball ball hard like Ginobili and Kobe
On the same team
It's a"
Ginobili,I’m Straight,Suspens Jr,,NA,"ball like Kobe
But I play for the spurs
Swish Ginobili
All your moves is poney Dumb like baloney
Had"
Ginobili,Over My Dead Body,Luisss,2021-10-22,NA,"like they know me
I got shooters to the left, Ginóbili
I'm finna, uh-
Shoot at his brodie
I"
Ginobili,Gang,JSK,2021-10-15,NA,"I'm gone on the haters,you know I'm Ginobili you know how I ball
Gang,gang uh
She"
Ginobili,CHeck My Vibe,Jerome Marquise,2021-09-29,NA,"listerine
Like check my family tree
Hit like lottery
Ball Ginobili
Point it out and that choppa sing like NLE"
Ginobili,Nomad,Lu-Tang,2021-05-28,NA,"is young Tangy bitch, man I ball like I’m Ginobili
I’ve been thinking too much, not drinking enough"
Ginobili,Luxury Villa,LiveRAW GBT,2012-11-20,NA,"know me
Clique full of niggas quick to shoot like Ginobili
Always getting talked down on by some stray hoes"
Ginobili,John John Da Don vs. Bill Collector,URLtv,2012-02-05,NA,"Sony
My blade be swinging Shinobi my white boy shooting Ginóbili
Put that eight right on my back fresh outta"
Ginobili,Monster,Trigga T,2017-11-22,NA,"mean to me
Ballin' like I'm Kobe
Imma pass Ginobili
Yeah that was the old me
But you said"
Ginobili,Juice,Deezy Low,2017-04-24,NA,"the dirt
Nigga you know me, I be balling like Ginóbili
But I don't play for the Spurs
I"
Ginobili,ZillaKami - Lemon Juice (Traducción al Español),Genius Traducciones al Español,2021-09-17,NA,"distancia (Okay, okay), Kobe
Zurdo en el francotirador disparando como Ginóbili (Sí)
Los negros de lado en la función (Okay"
Ginobili,Drake & Future - Jumpman (Tradução em Português),Genius Brasil Traduções,2015-09-20,NA,"eu fosse o DJ Mustard, woo
Eu fiz igual o Ginóbili com minha mão esquerda pra cima, tipo woo
Lagosta"
Ginobili,Villain in My City,Loby,2020-10-24,NA,"they know me
Oh they tryna take some shots like Ginóbili
Oh girl (what?)
This is not a rodeo-o"
Ginobili,Sharks In The Tank,Hodgepodge,,NA,"but my vision isn't blurry
Shoot my shot like Ginobili
24, R.I.P. Kobe
Hodgepodge the best just"
Ginobili,I Am OG,Omar Garvey,2020-07-07,NA,"At work higher than the noosebleeds
Lefty like my boy ginobili
R.i.p gigi and kobe
I thought me"
Ginobili,M.V.P,Maxx Wulf,2019-12-20,NA,"Kobe
Grab a foreign bitch
Off the oop
Duncan and Ginobili
Push the puck
And wish it luck
Don’t"
Ginobili,NBA 2K,Alek,,NA,"face à la Gorgone, tu ne bouges plus
Eurostep comme Ginobili, tu vas t'effondrer
3 points, swish comme dans"
Ginobili,Go Crazy,YvngRambo,2018-03-30,NA,"know that he folking
Run down shooting shit
Shoot like Ginobili
I put the tech in the Fanta
Fuck that"
Ginobili,Four and a Quarter,Four and a Quarter,2016-10-20,NA,"know I'm never lonely
Take it to the hole, Ginobili
You can call me Obi-Wan Kenobi
Straight cutting"
Ginobili,Kobe (feat. Renjpy & Taylr Woods,ZIVEN (@zivensoon),2021-09-25,NA,"m Kobe)
Shooters on the roof
And they aim like Gińobili (Like Gińobili)
I can’t rock with you
‘Cause"
Ginobili,On My Chest,YMG Huncho,2021-01-15,NA,"me
It’s that pain in me
Switch up like Ginóbili
Shoot up the resident
Yea they call me the"
Ginobili,2 Late 4 the Intro,Corey Lee,2020-11-10,NA,"We now have seven minutes to LA
Rest In Peace Kobe
Finessing the game like Ginobili
I don't got"
Ginobili,Petty,Chris Ca$h,2020-02-21,NA,"I pop my shit, know me
20 round stick, Manu Ginóbili
And his pockets on Monique
Fuck all that shit"
Ginobili,Coney Island,Toohda Band$,2021-07-02,NA,"Twenty shots in the F&N, I shoot it like Ginóbili
I'm in the trenches with my ice, I"
Ginobili,BALLIN’,FROST,2020-09-12,NA,"snitch (aye, aye)
Ballin' like Kobe (uh, uh)
Shootin like Ginobili (uh, uh)
Put a bit of Glock up in"
Ginobili,BEEF SQUASHER,TUGG,2020-06-08,NA,"you like Kenobi
Ballin' like Kobe, Dunk on you like Ginóbili
I'm takin' you to church, my son, my"
Ginobili,Shake Sum,TrenchMobb,2020-05-22,NA,"when it's time, she gon' play dumb?
[?] Kobe, [?] like Ginóbili
Why the fuck these niggas steady actin' like they"
Ginobili,Pocket Isiah,Nalo & Smooth KNS,2019-02-19,NA,"por eso creo que volví
Me puse el 20 por Ginóbili
Lo busqué en la grada pero no lo ví"
Ginobili,What I’m Pushing,Detroit L-O,2019-11-22,NA,"grab her friend and shoot my shot like i'm Ginobili
Hit Lizzo And I make her call me Stan"
Ginobili,Kyrie,Menace,2017-08-30,NA,"Kobe
Slap a nigga with the left, I feel like Ginóbili
Niggas want rings man, niggas want trophies
Niggas know"
Ginobili,​dead to me,Kei,2021-07-31,NA,"me
And if he want a problem
We shoot like Ginóbili
All you niggas dead to me
Six deep under"
Ginobili,Bitches n Hoes (freestyle),Yvngnovy,2021-11-11,NA,"he fucking know lee
Ay, Shoot like Jesus shit like Ginóbili
Fuck a nigga bitch, I want toes
Me and"
Ginobili,Ballin,BMW KENNY,2021-07-12,NA,"I be riding in that, what you call it?
Manu Ginóbili, I move with the euros
I need commas that"
Ginobili,Johnny Dang,Lil Skies,,NA,"that she know me (ayy)
I'ma ball out like Ginobili (ayy)
You say you bout it, then show me"
Ginobili,Chosen,P-Trill,2020-04-16,NA,"to Coney
Step to the Euros, like a baller named Ginobili
Kudos to 2Pac how I reach above the rim"
Ginobili,Ice*,Smokepurpp,,NA,"bih [?] ouu
Young nigga trapping and I'm shooting like Ginóbili
In a G-wagon counting bank by my lonely"
Ginobili,Stylin’ Out,TisaKorean,2019-03-14,NA,"She a thot, she a thot, I passed her like Ginobili
Call her number twelve and I ain't talkin"
Ginobili,Grey,Lil Turnup,,NA,"a fucking phony , I shoot  her up like my name Ginobili
And don't forget my takis bitch , we got"
Ginobili,Lust Not Love,MTV Mozey,2020-10-01,NA,"I don't wanna ball, my nigga, I'm not Ginóbili
Your bitch hit me up, she say you acting"
Ginobili,Dolo,Bryson The illest,2020-10-19,NA,"Euros wit my left, in San Antonio, I feel like Ginóbili
I got a dime back to the crib and"
Ginobili,Level,Tms Tystar,2020-02-14,NA,"a small team
Shootin' all these threes I feel like Ginóbili
They ain't on my level
They ain’t"
Ginobili,Chicks sind impressed,Why SL Know Plug,2016-04-09,NA,"famer so wie koby
Euro step zu dem Geld wie Ginobili
Boy ich bin am ballen, Ga-Dinary
Steak mit"
Ginobili,Sleeping on Me,Mar90s,2020-02-10,NA,"on me shoot him with the left like I'm Ginobili
I told him be careful, he didn't know"
Ginobili,Do This For Real,Create The Culture,2020-01-02,NA,"Book, yeah that shit is hella wet
Hit em with Ginobili then I hit ‘em with the left
Ice on"
Ginobili,Shawty,TheRullla,2013-12-21,NA,"Me my nigga'
Tell shawty
I'm a baller
Young Ginobili
You can call me Tony Parker
First free throw"
Ginobili,Guts,Louis J Doflamingo,,NA,"arrête plus negro comme Ferrari
Pérennité dans le Game comme Ginobili
Ce n’est pas n’importe quelle fille qui"
Ginobili,OG,Young Sibo,2019-11-08,NA,"dome piece
Use the right hand, left hand, eurosteppin' like Ginóbili
All my diamonds glisten, they took them off cause"
Ginobili,Gotta,Bangtime Le Rock,2019-01-07,NA,"m an OG
Broke boy, bitch, I'm balling like Ginobili
Wiping my nose, huh
Wiping my nose, kicking the"
Ginobili,Eyes Everywhere,TripOne,2014-04-17,NA,"cause man, this shit's hard
I'm feeling Manu Ginobili
Man, you don't step to the homie
I"
Ginobili,Intro,EverSoOriginal,2017-10-07,NA,"Young nigga catch me in traffic
I euro step like ginobili
I hit that bitch from the back
And she"
Ginobili,Traps,TashyT,2016-08-27,NA,"know me
Hitting all my shots like my name is Ginobili
Hitting all my shots like my name is Kobe"
Ginobili,HHS Diss Track,The Horse Force,,NA,"that they ain't having foursomes
Wooten's better than Ginobili with that left hand
It's too bad Gio"
Ginobili,Hardcore,.Jxck,2021-07-16,NA,"On the court everyday I be shooting like my name Ginóbili
Run up on me got the heater, heat you"
Ginobili,Going Brazy,DIR3,2021-07-12,NA,"up a nigga
Im ballin like Kobe, I shoot like Ginobili
This cheating ass bitches they act like they holy"
Ginobili,No Feelings,Bootz777,2021-05-20,NA,"They try to stop my right I euro step like Ginóbili
There ain't no holdin' me
Nobody cold as"
Ginobili,Six Rings,DEUCE THE TRUTH,,NA,"like Kobe
Traveling over seas
That’s a Euro-step Ginobili
I’m Money Myles on the field
Yo best"
Ginobili,Imagination,B-Nice,2020-10-23,NA,"go gather my things and then travel with rings like Ginobili (yeah x2)
Or maybe remain in my place at"
Ginobili,New School,Sam-hara (Rapper),,NA,"ride with the OG
Euro stepping round the city like Ginobili
Consequences for the things that he told me
He"
Ginobili,Big Tuck,Ray Jr.,2018-02-07,NA,"me (Know me), twin Rollies (Rollies)
Whip Euro (Euro), Manu Ginóbili
Lit my wrist up, pick your bitch up, get"
Ginobili,Ben 10,Addey,2020-05-29,NA,"love with taking Xannies, she on Pluto
I feel like Ginobili, I'm in London with the euros
Nigga doing"
Ginobili,Ginobili! 🏆,Lil Gohan,2019-09-07,NA,"and I throw it like Kobe
210 shawty, I rock Ginobili
Bad lil thottie wit me at the function
I"
